Sentences,Sentiment Value,NLTK Prediction,Watson Prediction
Not good when wearing a hat or sunglasses.,0,-0.3412,-0.931532
Timely shipment and quality product.,1,0,0.809485
Nice solid keyboard.,1,0.5267,0.966739
Very well made and fits my Surefire GX2 perfectly.,1,0.8221,0.987158
Horrible phone.,0,-0.5423,-0.947153
BT50 battery junk!.,0,0,-0.86212
We would recommend these to others.,1,0.3612,0.720513
Cant get the software to work with my computer.,0,0,-0.905245
Disappointed!.,0,0,-0.993934
poor voice clarity.,0,-0.1027,-0.95153
The battery works great!,1,0.6588,0.983645
No buyers remorse on this one!.,0,-0.5562,-0.549113
Very disappointed in AccessoryOne.,0,-0.5256,-0.995744
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,0,-0.861413
"Looks great and is strong.""",1,0.6249,0.976164
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,0.7845,0.978513
The update procedure is difficult and cumbersome.,0,-0.3612,-0.803409
Disappointment.. I hate anything that goes in my ear.,0,-0.5719,-0.973316
Great software for Motorolas.,1,0.6249,0.960198
The delivery was on time.,1,0,0
Very easy to use.,1,0.4927,0.941916
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,-0.3818,-0.670212
The volume switch rocketed out of the unit to a destination unknown.,0,0,0
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,0.5106,0.882903
I'd like to return it.,0,0.3612,0
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,0.7517,0.991957
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,-0.3612,0
"After charging overnight, these batteries work great.",1,0.6249,0.907959
You won't regret it!,1,0.3867,0.417032
I love this phone!.,1,0.6696,0.975407
A Disappointment.,0,-0.5106,-0.986938
Its not user friendly.,0,-0.3875,0
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,0.1531,-0.954828
"Then I exchanged for the same phone, even that had the same problem.",0,-0.4019,0
This results in the phone being either stuck at max volume or mute.,0,-0.25,-0.84579
This PDA rocks.,1,0,0.867855
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,0.765,0
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,0.9299,0.985037
I had Verizon 2 years ago and really liked their service.,1,0.4754,0.926491
Pretty piece of junk.,0,0.4939,-0.863691
Plug was the wrong size.,0,-0.4767,-0.822959
Works as described.,1,0,0
Save your money.... I've had this item for 11 months now.,0,0.4939,0.319101
Bad Purchase.,0,-0.5423,-0.962056
WELL IM SATISFIED.,1,0.5994,0.903541
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,0.624,0.88238
This battery is an excellent bargain!,1,0.6996,0.996656
Defective crap.,0,-0.6705,-0.892761
I would have given no star if I was able.,0,-0.296,-0.615544
I wear glasses and it fits fine with them.,1,0.2023,0.893482
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,0,-0.849403
I would not recommend this item to anyone.,0,-0.2755,-0.890682
The holster that arrived did not match the photo in the ad.,0,0,-0.709072
great...no problems at all!.,1,-0.4574,0.869249
"As an earlier review noted, plug in this charger and nothing happens.",0,0,-0.812078
This frog phone charm is adorable and very eye catching.,1,0.7096,0.996928
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,0.0516,-0.769074
The sound is clear and the people I talk to on it are amazed at the quality too.,1,0.7003,0.959184
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,0.8107,0.980379
"very good product, well made.",1,0.6764,0.970892
Mobile Phone Tools are a must have.,1,0,0.528437
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,0.5256,0.956222
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,0.7713,0.999243
The phone is sturdy and waterproof.,1,0,0.973816
I am not impressed with this and i would not recommend this item to anyone.,0,-0.5667,-0.966684
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,-0.4601,-0.929153
Thanks again to Amazon for having the things I need for a good price!,1,0.7777,0.979542
I ended up sliding it on the edge of my pants or back pockets instead.,1,0,-0.581131
I had to go to a store and bought a new NOKIA phone which is working great.,1,0.6249,0.901186
Works great!.,1,0,0.969876
REALLY UGLY.,0,-0.5563,-2
"horrible, had to switch 3 times.",0,-0.5423,-0.888454
The noise shield is incrediable.,1,0,0
No real improvement.,0,0.2023,-0.825418
Razr Battery - Good buy.,1,0.4404,0.886884
Keep up the good work Amazon!!,1,0.6351,0.956917
They refuse to refund or replace.,0,-0.296,-0.926788
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,-0.5106,-0.860984
So I basically threw my money out the window for nothing.,0,0,-0.950061
Great case and price!,1,0.6588,0.921359
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,-0.7416,-0.935221
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,0.4404,0.810002
"Small, sleek, impressive looking, practical setup with ample storage in place.",1,0.5106,0.997523
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,0.6124,0.714334
none of the new ones have ever quite worked properly.,0,0,-0.482636
I am glad I purchased it.,1,0.4588,0.969703
I've missed numerous calls because of this reason.,0,-0.296,-0.838048
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,-0.2382,-0.895929
Don't buy this product.,0,0,-0.794119
"sucked, most of the stuff does not work with my phone.",0,-0.4588,-0.868748
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,-0.8353,0.322942
Worst software ever used.... If I could give this zero stars I would.,0,-0.6249,-0.968433
Trying to make a call on these is an exercise in frustration.,0,-0.4767,-0.803343
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,-0.296,-0.866224
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,0.862,0.938641
"I love the camera, it's really pretty good quality.",1,0.8973,0.997906
Thank you for such great service.,1,0.765,0.995902
Its a total package.,1,0,0
"The seller is very understanding and patient, I would definitely buy from them again.",1,0.4019,0.907005
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,0,0.670796
It's AGGRAVATING!,0,-0.4981,-0.812813
Great product for the price!.,1,0.6588,0.881866
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,0.8885,0.978188
Virgin Wireless rocks and so does this cheap little phone!,1,0,0.235985
"None of it works, just don't buy it.",0,0,-0.729967
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,0.4215,-0.903908
Please dont waste your money.,0,0.5621,-0.818733
"All in all, I'm quite satisfied with this purchase.",1,0.4754,0.979954
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,0.4404,0.905935
Yet Plantronincs continues to use the same flawed charger design.,0,0,0
Disapointing Results.,0,0,-0.852769
Cumbersome design.,0,0,-0.666319
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,0.7946,0.987927
Great Product.,1,0.6249,0.929678
It's A PIECE OF CRAP!,0,-0.561,-0.915348
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,-0.4966,-0.85662
This fixes all the problems.,1,-0.4019,0.275385
Worst ever.,0,-0.6249,-2
I am very happy,1,0.6115,0.993727
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,-0.5994,-0.651116
"I can barely ever hear on it and am constantly saying ""what?""",0,0,-0.872224
The battery life is highly unacceptable.,0,-0.5095,-0.955285
That company is a joke.,0,0.296,-0.304911
It does everything the description said it would.,1,0,0
Due to this happening on every call I was forced to stop using this headset.,0,-0.6369,-0.658146
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,0.6249,0.470551
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,0.3182,-0.846702
"Voice Quality, Signal Strength, Dropped Calls.",0,0.4939,0
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,-0.188,-0.919367
Better than expected.,1,0.4404,0.746457
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,-0.6124,-0.829544
Battery is holding up well.,1,0.2732,0.660107
Also difficult to put on.I'd recommend avoiding this product.,0,-0.34,0
"I only used it two days, and it wasn't always easy to hear with.",0,-0.3412,-0.377843
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,0,-0.954555
Sprint - terrible customer service.,0,-0.4767,-0.944898
Linked to my phone without effort.,1,0,-0.601322
THey are so cool!,1,0.5079,0.972681
Easy to use.,1,0.4404,0.883909
Better Than New.,1,0.4404,0.664338
"What possesed me to get this junk, I have no idea...",0,-0.296,-0.894038
Piece of trash.,0,0,-0.969733
A pretty good product.,1,0.7269,0.983936
This is a great phone!.,1,0.6588,0.974706
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,0.8016,0.989236
Their Research and Development division obviously knows what they're doing.,1,0,0
"The real killer is the volume, and of course it breaking.",0,-0.6486,-0.889043
Those phones are working just fine now.,1,0.2023,0.912387
I am more than happy with this product.,1,0.6096,0.777645
Poor Construction.,0,-0.4767,-0.938402
This is infuriating.,0,-0.5267,-0.93817
"Overall, I would recommend this phone over the new Walkman.",1,0.3612,0.667983
Sprint charges for this service.,0,-0.2732,0
"It is cheap, and it feel and look just as cheap.",0,0,-0.857421
It fits my ear well and is comfortable on.,1,0.6597,0.861983
It doesn't work in Europe or Asia.,0,0,-0.656329
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,0.3612,-0.409152
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,0.8127,-0.443747
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,0.6705,0.931491
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,-0.9253,-0.997591
